Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP294.12602_R.bin.75	root (UID1)	5656	56	24	0.00	0.00	0.00	771412	0	152	152	5536	5536	5075	5075	39421	39421	47.6	1.81	83.66	11	956	56	0	0	0	0	0
STP294.12602_R.bin.76	o__Clostridiales (UID1212)	172	263	149	75.90	0.89	0.00	1947866	0	459	459	4671	4671	4243	4243	31323	31323	55.5	2.29	92.42	11	2080	90	171	2	0	0	0
STP294.12602_R.bin.77	k__Bacteria (UID203)	5449	103	57	100.00	584.00	0.56	30783579	0	11406	11406	2664	2664	2698	2698	116503	116503	32.6	4.25	83.47	11	37912	0	1	2	1	9	90
STP294.12602_R.bin.78	k__Bacteria (UID203)	5449	98	58	96.71	182.97	29.63	8580122	0	1576	1576	7728	7728	5444	5444	61033	61033	60.2	2.79	89.42	11	8794	21	4	22	37	12	2
STP294.12602_R.bin.79	root (UID1)	5656	56	24	4.17	0.00	0.00	311210	0	129	129	2472	2472	2412	2412	6528	6528	51.6	1.62	90.94	11	381	55	1	0	0	0	0
STP294.12602_R.bin.8	k__Bacteria (UID203)	5449	104	58	80.34	10.34	75.00	5205104	0	251	251	34569	34569	20737	20737	141105	141105	44.2	2.86	91.08	11	4240	46	50	8	0	0	0
STP294.12602_R.bin.80	o__Clostridiales (UID1212)	172	263	149	81.02	9.53	23.81	3884987	0	854	854	5752	5752	4549	4549	39177	39177	57.8	2.41	90.57	11	4146	69	175	18	1	0	0
STP294.12602_R.bin.81	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	2189310	0	768	768	2969	2969	2850	2850	14822	14822	63.1	2.48	89.09	11	2536	86	18	0	0	0	0
STP294.12602_R.bin.82	root (UID1)	5656	56	24	0.00	0.00	0.00	520394	0	189	189	2754	2754	2753	2753	7991	7991	52.0	1.93	89.42	11	634	56	0	0	0	0	0
STP294.12602_R.bin.83	k__Bacteria (UID203)	5449	103	57	79.30	0.00	0.00	3633603	0	291	291	17381	17381	12486	12486	70595	70595	48.9	2.01	92.87	11	3261	50	53	0	0	0	0
STP294.12602_R.bin.84	o__Clostridiales (UID1120)	304	250	143	84.04	0.70	0.00	1575066	0	318	318	5984	5984	4953	4953	26203	26203	46.2	3.27	91.02	11	1589	46	203	1	0	0	0
STP294.12602_R.bin.85	o__Clostridiales (UID1212)	172	263	149	91.51	0.67	0.00	2546487	0	293	293	15460	15460	8691	8691	86181	86181	44.2	2.31	88.24	11	2453	25	237	1	0	0	0
STP294.12602_R.bin.86	k__Bacteria (UID203)	5449	104	58	68.73	3.45	0.00	1760455	0	506	506	3942	3942	3479	3479	14229	14229	58.6	3.04	90.20	11	1994	56	46	2	0	0	0
STP294.12602_R.bin.87	root (UID1)	5656	56	24	0.00	0.00	0.00	392664	0	172	172	2249	2249	2282	2282	4895	4895	47.5	1.87	90.23	11	495	56	0	0	0	0	0
STP294.12602_R.bin.88	k__Bacteria (UID203)	5449	104	58	36.55	5.17	0.00	2661566	0	575	575	5274	5274	4628	4628	42758	42758	44.4	2.31	91.30	11	2366	80	20	4	0	0	0
STP294.12602_R.bin.89	k__Bacteria (UID203)	5449	104	58	62.07	1.72	0.00	1159537	0	310	310	4120	4120	3740	3740	15302	15302	49.7	2.17	89.69	11	1222	65	38	1	0	0	0
STP294.12602_R.bin.9	o__Clostridiales (UID1212)	172	263	149	41.00	3.66	0.00	1440838	0	574	574	2499	2499	2510	2510	9414	9414	55.0	2.88	91.64	11	1732	160	92	11	0	0	0
STP294.12602_R.bin.90	o__Clostridiales (UID1212)	172	263	149	87.78	0.45	0.00	1845315	0	306	306	7570	7570	6030	6030	50839	50839	38.1	2.19	82.92	11	1676	48	213	2	0	0	0
STP294.12602_R.bin.91	o__Clostridiales (UID1212)	172	257	149	91.27	1.27	88.89	2120635	0	241	241	12493	12493	8799	8799	49467	49467	57.8	2.52	90.28	11	2041	28	220	9	0	0	0
STP294.12602_R.bin.92	o__Lactobacillales (UID544)	293	475	267	99.63	1.34	0.00	3349348	0	81	81	72208	72208	41349	41349	330955	330955	35.0	1.47	85.94	11	3163	1	469	5	0	0	0
STP294.12602_R.bin.93	root (UID1)	5656	56	24	8.33	4.17	0.00	1286313	0	404	404	3497	3497	3183	3183	11408	11408	48.0	2.30	92.88	11	1375	54	1	1	0	0	0
STP294.12602_R.bin.94	k__Bacteria (UID203)	5449	103	57	22.81	3.51	0.00	1327194	0	501	501	2723	2723	2649	2649	8564	8564	52.9	2.51	93.83	11	1547	88	13	2	0	0	0
STP294.12602_R.bin.95	k__Bacteria (UID203)	5449	104	58	35.24	0.00	0.00	1652963	0	659	659	2542	2542	2508	2508	8043	8043	59.5	2.81	93.57	11	1841	75	29	0	0	0	0
STP294.12602_R.bin.96	p__Bacteroidetes (UID2605)	350	315	209	95.93	5.74	17.65	2104711	0	67	67	47914	47914	31413	31413	109248	109248	45.9	1.30	87.80	11	1811	27	271	17	0	0	0
STP294.12602_R.bin.97	o__Clostridiales (UID1212)	172	263	149	95.99	2.40	71.43	3303571	0	495	495	8600	8600	6673	6673	32507	32507	52.2	2.75	89.60	11	3271	26	230	7	0	0	0
STP294.12602_R.bin.98	o__Clostridiales (UID1212)	172	261	147	81.21	4.88	60.00	2755622	0	418	418	9223	9223	6592	6592	59976	59976	56.2	2.47	90.17	11	2617	66	185	10	0	0	0
STP294.12602_R.bin.99	k__Bacteria (UID2569)	434	278	186	97.13	2.15	0.00	4496031	0	152	152	129797	129797	29579	29579	279325	279325	40.8	2.34	89.56	11	3896	8	266	4	0	0	0

