Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP248.12601_R.bin.9	k__Bacteria (UID203)	5449	104	58	50.86	0.00	0.00	1111937	0	289	289	4258	4258	3847	3847	15725	15725	47.6	1.77	94.90	11	1176	70	34	0	0	0	0
STP248.12601_R.bin.90	k__Bacteria (UID203)	5449	104	58	41.52	5.17	0.00	1588462	0	666	666	2354	2354	2385	2385	8158	8158	58.7	2.67	92.86	11	1925	73	28	3	0	0	0
STP248.12601_R.bin.91	k__Bacteria (UID203)	5449	103	57	94.33	121.37	20.00	9715755	0	3306	3306	3052	3052	2938	2938	18493	18493	43.6	2.47	90.80	11	11193	16	28	28	21	9	1
STP248.12601_R.bin.92	k__Bacteria (UID2569)	434	278	186	72.15	1.65	20.00	1281287	0	384	384	3673	3673	3336	3336	14266	14266	38.2	1.63	92.25	11	1388	80	193	5	0	0	0
STP248.12601_R.bin.93	o__Bacteroidales (UID2621)	198	427	260	99.26	103.04	34.44	10142099	0	464	464	35268	35268	21857	21857	165336	165336	44.0	3.57	89.83	11	8470	29	46	309	39	4	0
STP248.12601_R.bin.94	k__Bacteria (UID2569)	434	278	186	100.00	0.00	0.00	3657068	0	27	27	199305	199305	135446	135446	563280	563280	47.6	1.46	91.65	11	2922	0	278	0	0	0	0
STP248.12601_R.bin.95	root (UID1)	5656	56	24	4.17	0.00	0.00	1081082	0	257	257	4986	4986	4206	4206	34580	34580	47.2	2.25	84.50	11	1443	55	1	0	0	0	0
STP248.12601_R.bin.96	o__Clostridiales (UID1226)	155	278	158	93.67	8.33	8.00	5234241	0	264	264	39581	39581	19826	19826	250977	250977	43.8	2.29	86.85	11	5131	13	242	22	1	0	0
STP248.12601_R.bin.97	k__Bacteria (UID203)	5449	104	58	1.72	0.00	0.00	510463	0	36	36	19703	19703	14179	14179	60997	60997	49.2	1.57	83.36	11	540	102	2	0	0	0	0
STP248.12601_R.bin.98	p__Bacteroidetes (UID2605)	350	314	208	37.06	0.00	0.00	942508	0	24	24	80410	80410	39271	39271	117897	117897	52.8	0.91	92.19	11	722	206	108	0	0	0	0
STP248.12601_R.bin.99	root (UID1)	5656	56	24	0.00	0.00	0.00	229561	0	48	48	6293	6293	4782	4782	61977	61977	52.1	1.86	92.00	11	285	56	0	0	0	0	0

