user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
STP294.12602_R.bin.117.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	ANI	classification based on placement in class-level tree	GCA_910589025.1, s__Odoribacter sp910589025, 95.0, 78.19, 0.05; GCA_900762515.1, s__Odoribacter sp900762515, 95.0, 78.13, 0.14; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 78.0, 0.22; GCA_905204385.1, s__Odoribacter sp905204385, 95.0, 77.98, 0.05; GCA_910578985.1, s__Odoribacter sp910578985, 95.0, 77.91, 0.05; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 77.34, 0.19; GCA_905215395.1, s__Odoribacter sp905215395, 95.0, 77.32, 0.14; GCF_000243215.1, s__Odoribacter laneus, 95.0, 77.3, 0.03; GCA_900548135.1, s__Odoribacter sp900548135, 95.0, 76.94, 0.03; GCA_905193145.1, s__Odoribacter sp905193145, 95.0, 76.89, 0.05; GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 76.75, 0.14; GCF_009935865.1, s__Odoribacter sp009935865, 95.0, 75.9, 0.16; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 75.87, 0.16; GCA_910578105.1, s__Odoribacter sp910578105, 95.0, 75.85, 0.14; GCA_910588375.1, s__Odoribacter sp910588375, 95.0, 75.5, 0.08; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 75.45, 0.08; GCA_905216195.1, s__Odoribacter sp905216195, 95.0, 74.52, 0.03; GCA_019114285.1, s__Odoribacter faecigallinarum, 95.0, 74.48, 0.03	10.31	11	0.9603127824934099	N/A
STP294.12602_R.bin.118.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	76.55	11	0.8736585074043671	N/A
STP294.12602_R.bin.119.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	GCA_003612625.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp003612625	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 78.54, 0.05; GCF_000154565.1, s__Anaerotruncus colihominis, 95.0, 77.18, 0.05; GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 76.76, 0.05; GCA_019114825.1, s__Anaerotruncus excrementipullorum, 95.0, 76.64, 0.05; GCF_900186535.1, s__Anaerotruncus massiliensis_A, 95.0, 75.77, 0.1; GCA_910586875.1, s__Anaerotruncus sp910586875, 95.0, 74.76, 0.0; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 74.53, 0.0; GCF_000403395.2, s__Anaerotruncus sp000403395, 95.0, 74.41, 0.05; GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 74.38, 0.0	11.78	11	0.9204970949133517	N/A
STP294.12602_R.bin.12.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	N/A	N/A	N/A	N/A	N/A	GCA_002295325.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp002295325	79.09	0.38	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900543295.1, s__UBA866 sp900543295, 95.0, 74.61, 0.02; GCF_016901855.1, s__UBA866 sp016901855, 95.0, 74.58, 0.01; GCA_904384225.1, s__UBA866 sp904384225, 95.0, 74.55, 0.02	30.64	11	0.9479909811543664	N/A
STP294.12602_R.bin.120.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CHK158-818;g__Gallibacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CHK158-818;g__Gallibacteroides;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.75	11	0.8857905057344795	N/A
STP294.12602_R.bin.121.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JADFUS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015222165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JADFUS01;s__JADFUS01 sp015222165	77.08	0.01	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JADFUS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	24.03	11	0.8804231217624506	N/A
STP294.12602_R.bin.122.fa	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.3	11	0.8861462078345239	N/A
STP294.12602_R.bin.123.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	ANI	classification based on placement in class-level tree	GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 77.52, 0.27; GCF_900186535.1, s__Anaerotruncus massiliensis_A, 95.0, 76.58, 0.11; GCF_000154565.1, s__Anaerotruncus colihominis, 95.0, 76.36, 0.19; GCA_910586875.1, s__Anaerotruncus sp910586875, 95.0, 76.33, 0.1; GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 76.22, 0.16; GCF_000403395.2, s__Anaerotruncus sp000403395, 95.0, 76.13, 0.1; GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 76.07, 0.11; GCA_019114825.1, s__Anaerotruncus excrementipullorum, 95.0, 75.61, 0.1; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 75.08, 0.04; GCA_003612625.1, s__Anaerotruncus sp003612625, 95.0, 74.62, 0.01; GCA_904398655.1, s__Anaerotruncus sp904398655, 95.0, 74.44, 0.01	23.67	11	0.9166911866138561	N/A
STP294.12602_R.bin.124.fa	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	N/A	N/A	N/A	N/A	N/A	GCA_900545155.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp900545155	76.98	0.13	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900766865.1, s__Akkermansia sp900766865, 95.0, 78.18, 0.03; GCF_018847895.1, s__Akkermansia sp001580195, 95.0, 77.47, 0.11; GCA_017415555.1, s__Akkermansia sp017415555, 95.0, 77.36, 0.02; GCA_017555205.1, s__Akkermansia sp017555205, 95.0, 77.33, 0.02; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 77.33, 0.11; GCF_001683795.1, s__Akkermansia glycaniphila, 95.0, 77.3, 0.11; GCF_018847375.1, s__Akkermansia muciniphila_B, 95.0, 77.23, 0.11; GCF_004167605.1, s__Akkermansia sp004167605, 95.0, 77.21, 0.12; GCA_017558555.1, s__Akkermansia sp017558555, 95.0, 77.18, 0.03; GCF_000020225.1, s__Akkermansia muciniphila, 95.0, 77.17, 0.09; GCA_017409465.1, s__Akkermansia sp017409465, 95.0, 77.05, 0.02; GCF_018709685.1, s__Akkermansia muciniphila_E, 95.0, 77.03, 0.09; GCA_017555465.1, s__Akkermansia sp017555465, 95.0, 77.0, 0.04; GCA_017435505.1, s__Akkermansia sp017435505, 95.0, 76.96, 0.02; GCA_017517385.1, s__Akkermansia sp017517385, 95.0, 76.91, 0.03; GCA_017937215.1, s__Akkermansia sp017937215, 95.0, 76.82, 0.03; GCA_904501915.1, s__Akkermansia sp904501915, 95.0, 76.78, 0.02; GCF_900184965.1, s__Akkermansia muciniphila_A, 95.0, 76.76, 0.1; GCA_017471985.1, s__Akkermansia sp017471985, 95.0, 76.74, 0.04; GCA_900548895.1, s__Akkermansia intestinavium, 95.0, 76.73, 0.04; GCA_017546445.1, s__Akkermansia sp017546445, 95.0, 76.72, 0.03; GCA_905200945.1, s__Akkermansia sp905200945, 95.0, 76.62, 0.08; GCA_002358905.1, s__Akkermansia sp002358905, 95.0, 76.58, 0.03; GCA_017398355.1, s__Akkermansia sp017398355, 95.0, 76.51, 0.03; GCA_017477935.1, s__Akkermansia sp017477935, 95.0, 76.49, 0.03; GCA_017472085.1, s__Akkermansia sp017472085, 95.0, 76.49, 0.03; GCA_015061985.1, s__Akkermansia sp015061985, 95.0, 76.46, 0.04; GCA_015062005.1, s__Akkermansia sp015062005, 95.0, 76.44, 0.03; GCA_017379255.1, s__Akkermansia sp017379255, 95.0, 76.43, 0.03; GCA_017435365.1, s__Akkermansia sp017435365, 95.0, 76.41, 0.03; GCA_017517805.1, s__Akkermansia sp017517805, 95.0, 76.41, 0.03; GCA_017521405.1, s__Akkermansia sp017521405, 95.0, 76.4, 0.03; GCA_004557455.1, s__Akkermansia muciniphila_D, 95.0, 76.39, 0.02; GCA_017398765.1, s__Akkermansia sp017398765, 95.0, 76.32, 0.03; GCA_015062045.1, s__Akkermansia sp015062045, 95.0, 76.32, 0.01; GCA_904501955.1, s__Akkermansia sp904501955, 95.0, 76.31, 0.03; GCA_019114365.1, s__Akkermansia intestinigallinarum, 95.0, 76.24, 0.03; GCA_002471255.1, s__Akkermansia sp002471255, 95.0, 76.17, 0.04; GCA_017504805.1, s__Akkermansia sp017504805, 95.0, 76.14, 0.02; GCA_904501975.1, s__Akkermansia sp904501975, 95.0, 76.11, 0.02; GCA_017399165.1, s__Akkermansia sp017399165, 95.0, 76.11, 0.03; GCA_015062015.1, s__Akkermansia sp015062015, 95.0, 76.03, 0.02; GCA_017415995.1, s__Akkermansia sp017415995, 95.0, 75.88, 0.02; GCA_015062055.1, s__Akkermansia sp015062055, 95.0, 75.84, 0.03; GCA_017546845.1, s__Akkermansia sp017546845, 95.0, 75.81, 0.02; GCA_017390945.1, s__Akkermansia sp017390945, 95.0, 75.79, 0.02; GCA_017549485.1, s__Akkermansia sp017549485, 95.0, 75.77, 0.01; GCA_904502165.1, s__Akkermansia sp904502165, 95.0, 75.76, 0.02; GCA_017521145.1, s__Akkermansia sp017521145, 95.0, 75.74, 0.03; GCA_017555025.1, s__Akkermansia sp017555025, 95.0, 75.66, 0.02; GCA_017628435.1, s__Akkermansia sp017628435, 95.0, 75.61, 0.03	92.99	11	0.9056099457471403	N/A
STP294.12602_R.bin.125.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
STP294.12602_R.bin.126.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D sp002850555	GCF_002850555.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D sp002850555	98.56	0.93	GCF_002850555.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D sp002850555	98.56	0.93	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001544095.1, s__Enterococcus_D casseliflavus, 95.0, 95.37, 0.81; GCF_001297065.1, s__Enterococcus_D sp001297065, 95.0, 80.45, 0.39; GCF_002140915.1, s__Enterococcus_D sp002140915, 95.0, 80.42, 0.4; GCF_001544275.1, s__Enterococcus_D gallinarum, 95.0, 79.99, 0.36	73.83	11	N/A	N/A
STP294.12602_R.bin.127.fa	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	11.1	11	0.8851365541068075	N/A
STP294.12602_R.bin.128.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	12.21	11	0.6691333046782201	N/A
STP294.12602_R.bin.129.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.9%)
STP294.12602_R.bin.13.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	N/A	N/A	N/A	N/A	N/A	GCA_002295325.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp002295325	77.88	0.04	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900543295.1, s__UBA866 sp900543295, 95.0, 77.36, 0.01; GCF_016901855.1, s__UBA866 sp016901855, 95.0, 76.36, 0.02; GCA_904384225.1, s__UBA866 sp904384225, 95.0, 76.05, 0.01	59.23	11	0.8904799627270813	Genome has more than 13.3% of markers with multiple hits
STP294.12602_R.bin.130.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000312145.1, s__Alistipes senegalensis, 95.0, 81.48, 0.5; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.81, 0.57; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.81, 0.54; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.74, 0.53; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.67, 0.56; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.53, 0.58; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 80.27, 0.43; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 80.25, 0.43; GCA_900544265.1, s__Alistipes merdavium, 95.0, 80.2, 0.52; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.18, 0.52; GCF_006542685.1, s__Alistipes dispar, 95.0, 80.01, 0.47; GCF_002161445.1, s__Alistipes cottocaccae, 95.0, 79.95, 0.44; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.94, 0.52; GCF_015553985.1, s__Alistipes sp900549305, 95.0, 79.93, 0.56; GCA_019118605.1, s__Alistipes faecavium, 95.0, 79.92, 0.39; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 79.91, 0.44; GCA_000434235.1, s__Alistipes avistercoris, 95.0, 79.85, 0.44; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 79.73, 0.48; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 79.71, 0.42; GCA_900542505.1, s__Alistipes stercorigallinarum, 95.0, 79.63, 0.41; GCF_900604385.1, s__Alistipes megaguti, 95.0, 79.62, 0.43; GCF_900290115.1, s__Alistipes excrementigallinarum, 95.0, 79.61, 0.42; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.52, 0.5; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 79.44, 0.43; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.4, 0.33; GCA_910575495.1, s__Alistipes sp910575495, 95.0, 79.21, 0.38; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 79.15, 0.29; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 79.11, 0.41; GCA_910584485.1, s__Alistipes sp910584485, 95.0, 79.01, 0.33; GCA_014796635.1, s__Alistipes sp014796635, 95.0, 78.83, 0.25; GCF_900021155.1, s__Alistipes excrementavium, 95.0, 78.79, 0.34; GCA_910580175.1, s__Alistipes sp910580175, 95.0, 78.58, 0.36; GCF_006542665.1, s__Alistipes communis, 95.0, 78.57, 0.29; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 78.22, 0.25; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.07, 0.38; GCA_902363575.1, s__Alistipes sp902363575, 95.0, 78.05, 0.23; GCA_910577475.1, s__Alistipes sp910577475, 95.0, 77.97, 0.3; GCA_017624955.1, s__Alistipes sp017624955, 95.0, 77.89, 0.22; GCA_910586375.1, s__Alistipes sp910586375, 95.0, 77.82, 0.27; GCA_019113665.1, s__Alistipes excrementipullorum, 95.0, 77.68, 0.18; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 77.58, 0.2; GCA_905214725.1, s__Alistipes sp905214725, 95.0, 77.41, 0.18; GCA_017436185.1, s__Alistipes sp017436185, 95.0, 77.33, 0.16; GCA_017398045.1, s__Alistipes sp017398045, 95.0, 77.23, 0.17; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.23, 0.08; GCA_015059965.1, s__Alistipes sp015059965, 95.0, 77.19, 0.17; GCA_017555975.1, s__Alistipes sp017555975, 95.0, 77.13, 0.13; GCA_900546065.1, s__Alistipes merdipullorum, 95.0, 77.12, 0.16; GCA_015060045.1, s__Alistipes sp015060045, 95.0, 77.11, 0.18; GCA_017437045.1, s__Alistipes sp017437045, 95.0, 77.1, 0.18; GCA_015059735.1, s__Alistipes sp015059735, 95.0, 76.95, 0.07; GCA_017555105.1, s__Alistipes sp017555105, 95.0, 76.82, 0.21; GCF_000154465.1, s__Alistipes putredinis, 95.0, 76.81, 0.19; GCA_910587675.1, s__Alistipes sp910587675, 95.0, 76.77, 0.17; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.76, 0.05; GCA_904502075.1, s__Alistipes sp904502075, 95.0, 76.62, 0.12; GCA_017631055.1, s__Alistipes sp017631055, 95.0, 76.62, 0.05; GCA_017936685.1, s__Alistipes sp017936685, 95.0, 76.61, 0.15; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 76.56, 0.07; GCA_017398695.1, s__Alistipes sp017398695, 95.0, 76.53, 0.05; GCA_910574205.1, s__Alistipes sp002362235, 95.0, 76.5, 0.18; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 76.49, 0.16; GCA_017630245.1, s__Alistipes sp017630245, 95.0, 76.49, 0.06; GCA_017547175.1, s__Alistipes sp017547175, 95.0, 76.48, 0.13; GCA_017425655.1, s__Alistipes sp017425655, 95.0, 76.47, 0.04; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.47, 0.07; GCA_905213895.1, s__Alistipes sp900548155, 95.0, 76.47, 0.09; GCA_017937125.1, s__Alistipes sp017937125, 95.0, 76.43, 0.1; GCA_015059925.1, s__Alistipes sp015059925, 95.0, 76.43, 0.12; GCA_017623115.1, s__Alistipes sp017623115, 95.0, 76.4, 0.16; GCA_017463585.1, s__Alistipes sp017463585, 95.0, 76.39, 0.07; GCA_017560305.1, s__Alistipes sp017560305, 95.0, 76.23, 0.07; GCA_017442365.1, s__Alistipes sp017442365, 95.0, 76.23, 0.07; GCA_017380275.1, s__Alistipes sp017380275, 95.0, 76.1, 0.06; GCA_019118565.1, s__Alistipes avicola, 95.0, 76.03, 0.12; GCA_017628595.1, s__Alistipes sp017628595, 95.0, 76.02, 0.04; GCA_017531305.1, s__Alistipes sp017531305, 95.0, 75.89, 0.02; GCA_017379895.1, s__Alistipes sp017379895, 95.0, 75.87, 0.06; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 75.76, 0.02; GCA_017555695.1, s__Alistipes sp017555695, 95.0, 75.7, 0.05; GCA_015059845.1, s__Alistipes sp015059845, 95.0, 75.68, 0.07; GCA_017416915.1, s__Alistipes sp017416915, 95.0, 75.58, 0.06; GCA_017383445.1, s__Alistipes sp017383445, 95.0, 75.52, 0.04; GCA_015060065.1, s__Alistipes sp015060065, 95.0, 75.52, 0.05; GCA_017934845.1, s__Alistipes sp017934845, 95.0, 75.35, 0.02; GCA_015060015.1, s__Alistipes sp015060015, 95.0, 75.34, 0.03; GCA_017399485.1, s__Alistipes sp017399485, 95.0, 75.29, 0.03; GCA_017384185.1, s__Alistipes sp017384185, 95.0, 75.28, 0.03; GCA_017555805.1, s__Alistipes sp017555805, 95.0, 75.27, 0.09; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 75.26, 0.03; GCA_015060165.1, s__Alistipes sp015060165, 95.0, 75.14, 0.02; GCA_015059905.1, s__Alistipes sp015059905, 95.0, 75.11, 0.04; GCA_017623505.1, s__Alistipes sp017623505, 95.0, 75.08, 0.03; GCA_017935185.1, s__Alistipes sp017935185, 95.0, 75.0, 0.02; GCA_015060005.1, s__Alistipes sp015060005, 95.0, 74.95, 0.03; GCA_017546725.1, s__Alistipes sp017546725, 95.0, 74.94, 0.03; GCA_017532885.1, s__Alistipes sp017532885, 95.0, 74.87, 0.03; GCA_017465605.1, s__Alistipes sp017465605, 95.0, 74.86, 0.04; GCA_017536555.1, s__Alistipes sp017536555, 95.0, 74.6, 0.01; GCA_017391185.1, s__Alistipes sp017391185, 95.0, 74.58, 0.01	21.68	11	0.981847395140821	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
