user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
STP51B.12603_R.bin.152.fa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	GCF_001655005.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	95.67	0.85	GCF_001655005.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__Hafnia paralvei	95.67	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Hafnia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001586165.1, s__Hafnia proteus, 95.0, 84.13, 0.7; GCF_900095695.1, s__Hafnia alvei_B, 95.0, 84.05, 0.68; GCF_000735375.1, s__Hafnia alvei, 95.0, 83.96, 0.69	71.82	11	N/A	N/A
STP51B.12603_R.bin.153.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__	N/A	N/A	N/A	N/A	N/A	GCA_000723505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__Mucinivorans hirudinis	76.01	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002315675.1, s__Mucinivorans sp002315675, 95.0, 76.26, 0.01	90.67	11	0.899879250795906	N/A
STP51B.12603_R.bin.154.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900186535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus massiliensis_A	77.23	0.14	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 78.26, 0.33; GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 77.53, 0.22; GCF_000403395.2, s__Anaerotruncus sp000403395, 95.0, 77.37, 0.15; GCF_000154565.1, s__Anaerotruncus colihominis, 95.0, 77.33, 0.16; GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 77.18, 0.15; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 76.67, 0.04; GCA_910586875.1, s__Anaerotruncus sp910586875, 95.0, 76.56, 0.1; GCA_003612625.1, s__Anaerotruncus sp003612625, 95.0, 76.52, 0.02; GCA_019114825.1, s__Anaerotruncus excrementipullorum, 95.0, 76.28, 0.14; GCA_904398655.1, s__Anaerotruncus sp904398655, 95.0, 75.97, 0.04	91.12	11	0.9458718019428681	N/A
STP51B.12603_R.bin.155.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.1%)
STP51B.12603_R.bin.156.fa	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900142365.1, s__Pseudonocardia thermophila, 95.0, 83.23, 0.33; GCF_014235185.1, s__Pseudonocardia sp014235185, 95.0, 82.28, 0.6; GCF_007989085.1, s__Pseudonocardia sulfidoxydans, 95.0, 81.49, 0.47; GCA_019263705.1, s__Pseudonocardia sp019263705, 95.0, 81.38, 0.6; GCF_002583555.1, s__Pseudonocardia sp002583555, 95.0, 81.06, 0.53; GCF_014267175.1, s__Pseudonocardia sp014267175, 95.0, 80.89, 0.4; GCF_018531445.1, s__Pseudonocardia sp018531445, 95.0, 80.72, 0.47; GCA_019263585.1, s__Pseudonocardia sp019263585, 95.0, 80.71, 0.67; GCA_001899645.1, s__Pseudonocardia sp001899645, 95.0, 80.65, 0.8; GCF_007994075.1, s__Pseudonocardia hierapolitana, 95.0, 80.48, 0.53; GCF_001420995.1, s__Pseudonocardia sp001420995, 95.0, 80.44, 0.47; GCF_012911875.1, s__Pseudonocardia bannensis, 95.0, 80.33, 0.6; GCF_900102195.1, s__Pseudonocardia oroxyli, 95.0, 80.31, 0.6; GCA_001942415.1, s__Pseudonocardia sp001942415, 95.0, 80.3, 0.73; GCF_000196675.1, s__Pseudonocardia dioxanivorans, 95.0, 80.28, 0.67; GCA_001725415.1, s__Pseudonocardia sp001725415, 95.0, 80.21, 0.6; GCF_001294645.1, s__Pseudonocardia sp001294645, 95.0, 80.19, 0.47; GCF_006716445.1, s__Pseudonocardia kunmingensis, 95.0, 80.17, 0.6; GCF_013155125.1, s__Pseudonocardia broussonetiae, 95.0, 80.09, 0.6; GCF_000429025.1, s__Pseudonocardia spinosispora, 95.0, 80.08, 0.4; GCF_004217185.1, s__Pseudonocardia sediminis, 95.0, 79.91, 0.4; GCF_006539565.1, s__Pseudonocardia hydrocarbonoxydans, 95.0, 79.9, 0.67; GCF_012911935.1, s__Pseudonocardia sp012911935, 95.0, 79.81, 0.73; GCF_006717045.1, s__Pseudonocardia cypriaca, 95.0, 79.79, 0.67; GCA_002813375.1, s__Pseudonocardia alni, 95.0, 79.72, 0.4; GCF_000717175.1, s__Pseudonocardia autotrophica_A, 95.0, 79.72, 0.53; GCF_012911925.1, s__Pseudonocardia xinjiangensis, 95.0, 79.65, 0.53; GCF_018531475.1, s__Pseudonocardia sp018531475, 95.0, 79.64, 0.47; GCA_016794615.1, s__Pseudonocardia sp016794615, 95.0, 79.54, 0.53; GCA_001942185.1, s__Pseudonocardia sp001942185, 95.0, 79.42, 0.53; GCA_013695005.1, s__Pseudonocardia sp013695005, 95.0, 79.29, 0.4; GCF_003945385.1, s__Pseudonocardia autotrophica, 95.0, 79.28, 0.47; GCF_000423625.1, s__Pseudonocardia asaccharolytica, 95.0, 79.13, 0.4; GCF_002262885.1, s__Pseudonocardia sp002262885, 95.0, 78.68, 0.73; GCA_019244295.1, s__Pseudonocardia sp019244295, 95.0, 78.27, 0.2; GCF_004339565.1, s__Pseudonocardia endophytica, 95.0, 78.19, 0.6; GCF_001698125.1, s__Pseudonocardia sp001698125, 95.0, 77.85, 0.47; GCF_000620785.1, s__Pseudonocardia acaciae, 95.0, 77.85, 0.73; GCF_014208095.1, s__Pseudonocardia eucalypti, 95.0, 77.8, 0.53; GCF_900115005.1, s__Pseudonocardia ammonioxydans, 95.0, 77.71, 0.73; GCF_017876315.1, s__Pseudonocardia parietis, 95.0, 77.5, 0.6; GCA_019263595.1, s__Pseudonocardia sp019263595, 95.0, 76.76, 0.6	20.97	11	0.8714914420043572	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP51B.12603_R.bin.157.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_905215395.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp905215395	78.02	0.21	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 77.95, 0.29; GCF_009935865.1, s__Odoribacter sp009935865, 95.0, 77.89, 0.22; GCA_910578105.1, s__Odoribacter sp910578105, 95.0, 77.87, 0.19; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 77.85, 0.16; GCA_900762515.1, s__Odoribacter sp900762515, 95.0, 77.7, 0.22; GCA_910578985.1, s__Odoribacter sp910578985, 95.0, 77.56, 0.08; GCA_900548135.1, s__Odoribacter sp900548135, 95.0, 77.54, 0.21; GCA_905193145.1, s__Odoribacter sp905193145, 95.0, 77.41, 0.11; GCA_910588375.1, s__Odoribacter sp910588375, 95.0, 77.2, 0.1; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 77.19, 0.13; GCA_905204385.1, s__Odoribacter sp905204385, 95.0, 77.19, 0.11; GCA_019114285.1, s__Odoribacter faecigallinarum, 95.0, 77.18, 0.15; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 77.07, 0.16; GCF_000243215.1, s__Odoribacter laneus, 95.0, 76.98, 0.11; GCA_910589025.1, s__Odoribacter sp910589025, 95.0, 76.87, 0.11; GCA_905216195.1, s__Odoribacter sp905216195, 95.0, 76.7, 0.1; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 76.41, 0.05	84.71	11	0.9545878901813282	N/A
STP51B.12603_R.bin.158.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCA_900760675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900760675	78.49	0.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.56, 0.39; GCF_000210575.1, s__Alistipes shahii, 95.0, 79.21, 0.38; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 79.19, 0.35; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 79.18, 0.38; GCF_900083545.1, s__Alistipes provencensis, 95.0, 79.16, 0.39; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.15, 0.37; GCF_015553985.1, s__Alistipes sp900549305, 95.0, 79.12, 0.4; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.03, 0.39; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.0, 0.44; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 78.88, 0.35; GCF_006542685.1, s__Alistipes dispar, 95.0, 78.59, 0.33; GCF_900290115.1, s__Alistipes excrementigallinarum, 95.0, 78.33, 0.27; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 78.31, 0.29; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 78.3, 0.34; GCA_014796635.1, s__Alistipes sp014796635, 95.0, 78.3, 0.32; GCF_002161445.1, s__Alistipes cottocaccae, 95.0, 78.29, 0.3; GCA_000434235.1, s__Alistipes avistercoris, 95.0, 78.27, 0.3; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 78.15, 0.31; GCA_900542505.1, s__Alistipes stercorigallinarum, 95.0, 78.11, 0.32; GCA_900544265.1, s__Alistipes merdavium, 95.0, 78.07, 0.34; GCF_900604385.1, s__Alistipes megaguti, 95.0, 78.06, 0.29; GCA_910575495.1, s__Alistipes sp910575495, 95.0, 78.02, 0.31; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 77.97, 0.34; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 77.94, 0.27; GCA_017547175.1, s__Alistipes sp017547175, 95.0, 77.93, 0.15; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 77.91, 0.32; GCF_000154465.1, s__Alistipes putredinis, 95.0, 77.9, 0.22; GCF_900021155.1, s__Alistipes excrementavium, 95.0, 77.86, 0.26; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 77.86, 0.35; GCA_910584485.1, s__Alistipes sp910584485, 95.0, 77.8, 0.24; GCA_017437045.1, s__Alistipes sp017437045, 95.0, 77.77, 0.18; GCA_910580175.1, s__Alistipes sp910580175, 95.0, 77.76, 0.32; GCA_910577475.1, s__Alistipes sp910577475, 95.0, 77.75, 0.27; GCA_019118605.1, s__Alistipes faecavium, 95.0, 77.74, 0.31; GCF_006542665.1, s__Alistipes communis, 95.0, 77.71, 0.22; GCA_015060045.1, s__Alistipes sp015060045, 95.0, 77.66, 0.19; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 77.66, 0.36; GCA_905214725.1, s__Alistipes sp905214725, 95.0, 77.66, 0.22; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 77.64, 0.28; GCA_017624955.1, s__Alistipes sp017624955, 95.0, 77.59, 0.2; GCA_015059735.1, s__Alistipes sp015059735, 95.0, 77.58, 0.16; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.58, 0.25; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 77.57, 0.23; GCA_017555105.1, s__Alistipes sp017555105, 95.0, 77.54, 0.2; GCA_017555975.1, s__Alistipes sp017555975, 95.0, 77.54, 0.19; GCA_017623115.1, s__Alistipes sp017623115, 95.0, 77.52, 0.17; GCA_902363575.1, s__Alistipes sp902363575, 95.0, 77.52, 0.23; GCA_017398045.1, s__Alistipes sp017398045, 95.0, 77.5, 0.17; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 77.49, 0.25; GCA_900546065.1, s__Alistipes merdipullorum, 95.0, 77.36, 0.12; GCA_019118565.1, s__Alistipes avicola, 95.0, 77.34, 0.21; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 77.34, 0.13; GCA_017936685.1, s__Alistipes sp017936685, 95.0, 77.28, 0.13; GCA_910574205.1, s__Alistipes sp002362235, 95.0, 77.27, 0.13; GCA_910587675.1, s__Alistipes sp910587675, 95.0, 77.23, 0.15; GCA_015059965.1, s__Alistipes sp015059965, 95.0, 77.16, 0.2; GCA_015060005.1, s__Alistipes sp015060005, 95.0, 77.15, 0.06; GCA_910586375.1, s__Alistipes sp910586375, 95.0, 77.12, 0.26; GCA_015060065.1, s__Alistipes sp015060065, 95.0, 77.12, 0.12; GCA_015060165.1, s__Alistipes sp015060165, 95.0, 77.09, 0.06; GCA_017436185.1, s__Alistipes sp017436185, 95.0, 77.07, 0.17; GCA_904502075.1, s__Alistipes sp904502075, 95.0, 77.04, 0.18; GCA_017937125.1, s__Alistipes sp017937125, 95.0, 77.0, 0.16; GCA_015059845.1, s__Alistipes sp015059845, 95.0, 76.99, 0.07; GCA_905213895.1, s__Alistipes sp900548155, 95.0, 76.98, 0.14; GCA_015059925.1, s__Alistipes sp015059925, 95.0, 76.88, 0.12; GCA_017442365.1, s__Alistipes sp017442365, 95.0, 76.83, 0.12; GCA_017631055.1, s__Alistipes sp017631055, 95.0, 76.79, 0.1; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 76.77, 0.13; GCA_015059905.1, s__Alistipes sp015059905, 95.0, 76.75, 0.07; GCA_015060015.1, s__Alistipes sp015060015, 95.0, 76.7, 0.1; GCA_017416915.1, s__Alistipes sp017416915, 95.0, 76.68, 0.07; GCA_017630245.1, s__Alistipes sp017630245, 95.0, 76.67, 0.08; GCA_017623505.1, s__Alistipes sp017623505, 95.0, 76.63, 0.05; GCA_017465605.1, s__Alistipes sp017465605, 95.0, 76.63, 0.06; GCA_017560305.1, s__Alistipes sp017560305, 95.0, 76.62, 0.05; GCA_017398695.1, s__Alistipes sp017398695, 95.0, 76.61, 0.09; GCA_017463585.1, s__Alistipes sp017463585, 95.0, 76.58, 0.12; GCA_017536555.1, s__Alistipes sp017536555, 95.0, 76.57, 0.04; GCA_017531305.1, s__Alistipes sp017531305, 95.0, 76.57, 0.05; GCA_017628595.1, s__Alistipes sp017628595, 95.0, 76.56, 0.09; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.5, 0.13; GCA_017399485.1, s__Alistipes sp017399485, 95.0, 76.44, 0.05; GCA_017425655.1, s__Alistipes sp017425655, 95.0, 76.42, 0.13; GCA_017384185.1, s__Alistipes sp017384185, 95.0, 76.38, 0.05; GCA_019113665.1, s__Alistipes excrementipullorum, 95.0, 76.37, 0.16; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.35, 0.1; GCA_017546725.1, s__Alistipes sp017546725, 95.0, 76.3, 0.07; GCA_017555695.1, s__Alistipes sp017555695, 95.0, 76.13, 0.07; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.12, 0.12; GCA_017383445.1, s__Alistipes sp017383445, 95.0, 76.03, 0.08; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 75.96, 0.05; GCA_017379895.1, s__Alistipes sp017379895, 95.0, 75.95, 0.09; GCA_017391185.1, s__Alistipes sp017391185, 95.0, 75.88, 0.04; GCA_017935185.1, s__Alistipes sp017935185, 95.0, 75.82, 0.06; GCA_017532885.1, s__Alistipes sp017532885, 95.0, 75.79, 0.07; GCA_017555805.1, s__Alistipes sp017555805, 95.0, 75.73, 0.06; GCA_017380275.1, s__Alistipes sp017380275, 95.0, 75.73, 0.06; GCA_017934845.1, s__Alistipes sp017934845, 95.0, 75.26, 0.05	77.64	11	0.9880380110768784	Genome has more than 11.7% of markers with multiple hits
STP51B.12603_R.bin.159.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	59.89	11	0.6687312648314606	N/A
STP51B.12603_R.bin.16.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.5	11	0.838973134330585	N/A
STP51B.12603_R.bin.160.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CHK158-818;g__Gallibacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CHK158-818;g__Gallibacteroides;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.37	11	0.887684109852913	N/A
STP51B.12603_R.bin.161.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ANI	classification based on placement in class-level tree	GCF_000210575.1, s__Alistipes shahii, 95.0, 80.35, 0.46; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.29, 0.48; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.26, 0.42; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.2, 0.46; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.01, 0.45; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.94, 0.46; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.84, 0.46; GCF_015553985.1, s__Alistipes sp900549305, 95.0, 79.68, 0.47; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 79.52, 0.35; GCA_900544265.1, s__Alistipes merdavium, 95.0, 79.45, 0.39; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.44, 0.44; GCF_006542685.1, s__Alistipes dispar, 95.0, 79.42, 0.41; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.37, 0.47; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 79.33, 0.39; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 79.22, 0.4; GCA_000434235.1, s__Alistipes avistercoris, 95.0, 79.06, 0.37; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 79.05, 0.44; GCA_910575495.1, s__Alistipes sp910575495, 95.0, 78.99, 0.37; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 78.97, 0.38; GCF_900021155.1, s__Alistipes excrementavium, 95.0, 78.96, 0.32; GCF_900290115.1, s__Alistipes excrementigallinarum, 95.0, 78.94, 0.34; GCA_900542505.1, s__Alistipes stercorigallinarum, 95.0, 78.87, 0.37; GCF_002161445.1, s__Alistipes cottocaccae, 95.0, 78.86, 0.36; GCA_910580175.1, s__Alistipes sp910580175, 95.0, 78.79, 0.34; GCA_014796635.1, s__Alistipes sp014796635, 95.0, 78.77, 0.45; GCA_019118605.1, s__Alistipes faecavium, 95.0, 78.76, 0.34; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 78.71, 0.47; GCF_900604385.1, s__Alistipes megaguti, 95.0, 78.66, 0.36; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 78.62, 0.33; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.56, 0.37; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.39, 0.32; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 78.36, 0.32; GCA_910584485.1, s__Alistipes sp910584485, 95.0, 78.19, 0.29; GCF_006542665.1, s__Alistipes communis, 95.0, 78.15, 0.26; GCA_902363575.1, s__Alistipes sp902363575, 95.0, 78.06, 0.27; GCA_910586375.1, s__Alistipes sp910586375, 95.0, 78.0, 0.3; GCA_910577475.1, s__Alistipes sp910577475, 95.0, 77.96, 0.28; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 77.89, 0.22; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 77.82, 0.33; GCF_000154465.1, s__Alistipes putredinis, 95.0, 77.74, 0.24; GCA_015060045.1, s__Alistipes sp015060045, 95.0, 77.52, 0.19; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.48, 0.25; GCA_015059965.1, s__Alistipes sp015059965, 95.0, 77.48, 0.2; GCA_905214725.1, s__Alistipes sp905214725, 95.0, 77.4, 0.24; GCA_017624955.1, s__Alistipes sp017624955, 95.0, 77.35, 0.19; GCA_017398045.1, s__Alistipes sp017398045, 95.0, 77.32, 0.18; GCA_017437045.1, s__Alistipes sp017437045, 95.0, 77.24, 0.18; GCA_019118565.1, s__Alistipes avicola, 95.0, 77.23, 0.18; GCA_910587675.1, s__Alistipes sp910587675, 95.0, 77.22, 0.2; GCA_017936685.1, s__Alistipes sp017936685, 95.0, 77.2, 0.15; GCA_900546065.1, s__Alistipes merdipullorum, 95.0, 77.13, 0.15; GCA_019113665.1, s__Alistipes excrementipullorum, 95.0, 77.08, 0.18; GCA_017547175.1, s__Alistipes sp017547175, 95.0, 77.08, 0.13; GCA_910574205.1, s__Alistipes sp002362235, 95.0, 77.06, 0.15; GCA_905213895.1, s__Alistipes sp900548155, 95.0, 77.04, 0.13; GCA_017555975.1, s__Alistipes sp017555975, 95.0, 77.0, 0.17; GCA_017436185.1, s__Alistipes sp017436185, 95.0, 76.97, 0.17; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 76.97, 0.13; GCA_017623115.1, s__Alistipes sp017623115, 95.0, 76.93, 0.17; GCA_904502075.1, s__Alistipes sp904502075, 95.0, 76.92, 0.2; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 76.78, 0.12; GCA_017555105.1, s__Alistipes sp017555105, 95.0, 76.77, 0.18; GCA_015059735.1, s__Alistipes sp015059735, 95.0, 76.6, 0.11; GCA_017465605.1, s__Alistipes sp017465605, 95.0, 76.59, 0.03; GCA_015059925.1, s__Alistipes sp015059925, 95.0, 76.51, 0.14; GCA_017555805.1, s__Alistipes sp017555805, 95.0, 76.5, 0.09; GCA_017416915.1, s__Alistipes sp017416915, 95.0, 76.5, 0.05; GCA_017536555.1, s__Alistipes sp017536555, 95.0, 76.46, 0.02; GCA_017935185.1, s__Alistipes sp017935185, 95.0, 76.46, 0.04; GCA_017937125.1, s__Alistipes sp017937125, 95.0, 76.45, 0.13; GCA_017628595.1, s__Alistipes sp017628595, 95.0, 76.41, 0.08; GCA_017398695.1, s__Alistipes sp017398695, 95.0, 76.4, 0.07; GCA_017442365.1, s__Alistipes sp017442365, 95.0, 76.31, 0.12; GCA_015059845.1, s__Alistipes sp015059845, 95.0, 76.3, 0.07; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.25, 0.12; GCA_017463585.1, s__Alistipes sp017463585, 95.0, 76.24, 0.09; GCA_017555695.1, s__Alistipes sp017555695, 95.0, 76.21, 0.06; GCA_015060065.1, s__Alistipes sp015060065, 95.0, 76.09, 0.09; GCA_017560305.1, s__Alistipes sp017560305, 95.0, 76.08, 0.05; GCA_015059905.1, s__Alistipes sp015059905, 95.0, 76.05, 0.05; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.03, 0.1; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.03, 0.12; GCA_017532885.1, s__Alistipes sp017532885, 95.0, 76.03, 0.06; GCA_017623505.1, s__Alistipes sp017623505, 95.0, 75.99, 0.04; GCA_017631055.1, s__Alistipes sp017631055, 95.0, 75.97, 0.09; GCA_017384185.1, s__Alistipes sp017384185, 95.0, 75.95, 0.04; GCA_017399485.1, s__Alistipes sp017399485, 95.0, 75.93, 0.03; GCA_015060005.1, s__Alistipes sp015060005, 95.0, 75.91, 0.04; GCA_015060165.1, s__Alistipes sp015060165, 95.0, 75.9, 0.03; GCA_017380275.1, s__Alistipes sp017380275, 95.0, 75.9, 0.07; GCA_015060015.1, s__Alistipes sp015060015, 95.0, 75.87, 0.06; GCA_017425655.1, s__Alistipes sp017425655, 95.0, 75.81, 0.08; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 75.76, 0.06; GCA_017630245.1, s__Alistipes sp017630245, 95.0, 75.76, 0.09; GCA_017383445.1, s__Alistipes sp017383445, 95.0, 75.65, 0.04; GCA_017379895.1, s__Alistipes sp017379895, 95.0, 75.64, 0.09; GCA_017391185.1, s__Alistipes sp017391185, 95.0, 75.62, 0.02; GCA_017934845.1, s__Alistipes sp017934845, 95.0, 75.58, 0.03; GCA_017531305.1, s__Alistipes sp017531305, 95.0, 75.58, 0.03; GCA_017546725.1, s__Alistipes sp017546725, 95.0, 75.38, 0.05	54.33	11	0.9814143163557139	Genome has more than 14.2% of markers with multiple hits
