user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
STP672.12605_R.bin.28.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	ANI	classification based on placement in class-level tree	GCF_002160755.1, s__Lachnoclostridium_A sp002160755, 95.0, 77.68, 0.23; GCA_019114845.1, s__Lachnoclostridium_A stercoripullorum, 95.0, 77.65, 0.22; GCA_019119775.1, s__Lachnoclostridium_A pullistercoris, 95.0, 77.24, 0.22; GCA_019114465.1, s__Lachnoclostridium_A avicola, 95.0, 77.23, 0.23; GCA_019116745.1, s__Lachnoclostridium_A stercorigallinarum, 95.0, 77.11, 0.18; GCF_900240245.1, s__Lachnoclostridium_A edouardi, 95.0, 77.08, 0.09; GCF_003464085.1, s__Lachnoclostridium_A sp003464085, 95.0, 76.8, 0.1; GCA_019118365.1, s__Lachnoclostridium_A stercoravium, 95.0, 76.56, 0.1	56.1	11	0.912285251354349	N/A
STP672.12605_R.bin.29.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.5%)
STP672.12605_R.bin.3.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.3	11	0.8864251864693548	N/A
STP672.12605_R.bin.30.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__	ANI	classification based on placement in class-level tree	GCA_910579935.1, s__Kineothrix sp910579935, 95.0, 77.2, 0.15; GCA_910585965.1, s__Kineothrix sp910585965, 95.0, 76.97, 0.17; GCA_000403275.2, s__Kineothrix sp000403275, 95.0, 76.92, 0.15; GCF_000732725.1, s__Kineothrix alysoides, 95.0, 76.9, 0.13; GCA_910587275.1, s__Kineothrix sp910587275, 95.0, 76.87, 0.14; GCA_012520655.1, s__Kineothrix sp012520655, 95.0, 76.8, 0.12; GCA_910579645.1, s__Kineothrix sp910579645, 95.0, 76.66, 0.13; GCA_910576535.1, s__Kineothrix sp910576535, 95.0, 76.62, 0.11; GCA_011958945.1, s__Kineothrix sp011958945, 95.0, 76.47, 0.11; GCA_910588855.1, s__Kineothrix sp910588855, 95.0, 76.4, 0.1; GCA_910578405.1, s__Kineothrix sp910578405, 95.0, 76.34, 0.1; GCA_009911195.1, s__Kineothrix sp009911195, 95.0, 76.33, 0.09; GCA_003488965.1, s__Kineothrix sp003488965, 95.0, 76.23, 0.1; GCA_017532145.1, s__Kineothrix sp017532145, 95.0, 76.19, 0.07; GCA_910586275.1, s__Kineothrix sp910586275, 95.0, 76.08, 0.12	87.49	11	0.925703658763207	N/A
STP672.12605_R.bin.31.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__	ANI	classification based on placement in class-level tree	GCA_900045905.1, s__Fimimorpha sp900045905, 95.0, 77.47, 0.13; GCA_018712075.1, s__Fimimorpha faecalis, 95.0, 77.08, 0.16; GCA_904395845.1, s__Fimimorpha sp904395845, 95.0, 76.76, 0.05; GCA_018710785.1, s__Fimimorpha excrementavium, 95.0, 76.13, 0.05; GCA_904420225.1, s__Fimimorpha sp904420225, 95.0, 75.77, 0.04	88.26	11	0.9213309129245896	N/A
STP672.12605_R.bin.32.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__	N/A	N/A	N/A	N/A	N/A	GCA_902363595.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__BX12 sp902363595	78.62	0.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_910575405.1, s__BX12 sp910575405, 95.0, 78.24, 0.19; GCF_014333425.1, s__BX12 sp014333425, 95.0, 78.11, 0.18; GCA_009911365.1, s__BX12 sp009911365, 95.0, 78.03, 0.15; GCA_910583765.1, s__BX12 sp910583765, 95.0, 77.84, 0.14	92.12	11	0.9341952649277786	N/A
STP672.12605_R.bin.33.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_000702025.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A schinkii_A	79.61	0.44	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003477525.1, s__Blautia_A sp003477525, 95.0, 78.37, 0.12; GCA_900551075.1, s__Blautia_A sp900551075, 95.0, 78.21, 0.2; GCF_003471165.1, s__Blautia_A sp003471165, 95.0, 78.2, 0.12; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 77.91, 0.14; GCA_019116385.1, s__Blautia_A faecigallinarum, 95.0, 77.89, 0.21; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 77.88, 0.13; GCF_013304385.1, s__Blautia_A sp900066505, 95.0, 77.86, 0.13; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 77.84, 0.09; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 77.83, 0.14; GCF_009707925.1, s__Blautia_A luti, 95.0, 77.83, 0.13; GCF_013304825.1, s__Blautia_A schinkii, 95.0, 77.82, 0.14; GCA_019118425.1, s__Blautia_A faecavium, 95.0, 77.81, 0.18; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 77.79, 0.13; GCF_013302405.1, s__Blautia_A caecimuris, 95.0, 77.78, 0.16; GCA_900549015.1, s__Blautia_A sp900549015, 95.0, 77.77, 0.16; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 77.68, 0.15; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 77.67, 0.11; GCA_019115125.1, s__Blautia_A faecipullorum, 95.0, 77.67, 0.2; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 77.67, 0.09; GCF_003474435.1, s__Blautia_A sp003474435, 95.0, 77.66, 0.14; GCF_016908695.1, s__Blautia_A faecis, 95.0, 77.65, 0.14; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 77.64, 0.16; GCF_000153905.1, s__Blautia_A obeum, 95.0, 77.63, 0.1; GCA_905206915.1, s__Blautia_A sp905206915, 95.0, 77.6, 0.15; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 77.59, 0.13; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 77.59, 0.1; GCF_003460605.1, s__Blautia_A sp900066145, 95.0, 77.59, 0.17; GCA_900541345.1, s__Blautia_A sp900541345, 95.0, 77.58, 0.15; GCF_003461245.1, s__Blautia_A sp000436615, 95.0, 77.56, 0.12; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 77.54, 0.11; GCA_900540785.1, s__Blautia_A sp900540785, 95.0, 77.5, 0.16; GCA_900541985.1, s__Blautia_A sp900541985, 95.0, 77.49, 0.15; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 77.44, 0.14; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 77.38, 0.12; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 77.37, 0.11; GCA_019113745.1, s__Blautia_A intestinavium, 95.0, 77.35, 0.15; GCA_019119235.1, s__Blautia_A excrementigallinarum, 95.0, 77.32, 0.19; GCA_900551465.1, s__Blautia_A sp900551465, 95.0, 77.3, 0.16; GCA_900547615.1, s__Blautia_A sp900547615, 95.0, 77.28, 0.14; GCF_000210015.1, s__Blautia_A obeum_B, 95.0, 77.23, 0.1; GCA_900542045.1, s__Blautia_A gallistercoris, 95.0, 77.21, 0.1; GCA_900764225.1, s__Blautia_A sp900764225, 95.0, 77.17, 0.14; GCA_019118645.1, s__Blautia_A excrementipullorum, 95.0, 77.13, 0.14; GCF_002159835.1, s__Blautia_A avistercoris, 95.0, 77.1, 0.1; GCA_017420455.1, s__Blautia_A sp017420455, 95.0, 76.93, 0.06; GCA_019120475.1, s__Blautia_A intestinipullorum, 95.0, 76.93, 0.14; GCF_000157975.1, s__Blautia_A hydrogenotrophica, 95.0, 76.9, 0.06; GCA_017463155.1, s__Blautia_A sp017463155, 95.0, 76.85, 0.09; GCA_900551715.1, s__Blautia_A sp900551715, 95.0, 76.83, 0.1; GCA_018064695.1, s__Blautia_A sp018064695, 95.0, 76.82, 0.11; GCA_905209435.1, s__Blautia_A sp905209435, 95.0, 76.64, 0.1; GCA_019112635.1, s__Blautia_A intestinigallinarum, 95.0, 76.6, 0.09; GCA_902803215.1, s__Blautia_A sp902803215, 95.0, 76.56, 0.05; GCA_902783305.1, s__Blautia_A sp902783305, 95.0, 76.43, 0.04; GCA_017459635.1, s__Blautia_A sp017459635, 95.0, 76.34, 0.04; GCA_902782975.1, s__Blautia_A sp902782975, 95.0, 76.29, 0.04; GCA_017515325.1, s__Blautia_A sp017515325, 95.0, 76.29, 0.05; GCA_017475035.1, s__Blautia_A sp017475035, 95.0, 76.26, 0.03; GCA_017515945.1, s__Blautia_A sp017515945, 95.0, 75.95, 0.06	83.1	11	0.9600745921335594	N/A
STP672.12605_R.bin.34.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__	N/A	N/A	N/A	N/A	N/A	GCA_902363595.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__BX12 sp902363595	80.93	0.53	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_910575405.1, s__BX12 sp910575405, 95.0, 78.23, 0.21; GCF_014333425.1, s__BX12 sp014333425, 95.0, 77.97, 0.21; GCA_910583765.1, s__BX12 sp910583765, 95.0, 77.83, 0.17; GCA_009911365.1, s__BX12 sp009911365, 95.0, 77.75, 0.18	88.15	11	0.951575119922457	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP672.12605_R.bin.35.fa	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.19	11	0.9186011846973898	N/A
STP672.12605_R.bin.36.fa	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
STP672.12605_R.bin.37.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_004554205.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp004554205	78.26	0.33	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003480315.1, s__Ventrimonas sp003480315, 95.0, 78.85, 0.22; GCF_003481985.1, s__Ventrimonas sp003506385, 95.0, 78.74, 0.21; GCF_003478505.1, s__Ventrimonas sp003478505, 95.0, 78.54, 0.22; GCF_003481825.1, s__Ventrimonas sp003481825, 95.0, 78.47, 0.21; GCA_018715565.1, s__Ventrimonas merdavium, 95.0, 78.43, 0.31; GCA_900538475.1, s__Ventrimonas sp900538475, 95.0, 78.09, 0.22; GCA_900770535.1, s__Ventrimonas sp900770535, 95.0, 77.99, 0.28; GCA_900540335.1, s__Ventrimonas sp900540335, 95.0, 77.91, 0.22; GCA_910577655.1, s__Ventrimonas sp910577655, 95.0, 77.76, 0.19; GCA_910577765.1, s__Ventrimonas sp910577765, 95.0, 77.39, 0.18; GCA_003669055.1, s__Ventrimonas sp003669055, 95.0, 77.29, 0.17; GCA_910575255.1, s__Ventrimonas sp910575255, 95.0, 77.29, 0.18; GCA_009911065.1, s__Ventrimonas sp009911065, 95.0, 77.27, 0.11; GCA_003611875.1, s__Ventrimonas sp003611875, 95.0, 77.22, 0.17; GCA_910588875.1, s__Ventrimonas sp910588875, 95.0, 77.22, 0.17; GCA_910586205.1, s__Ventrimonas sp910586205, 95.0, 77.22, 0.16; GCA_910586255.1, s__Ventrimonas sp910586255, 95.0, 77.15, 0.18; GCA_900555625.1, s__Ventrimonas sp900555625, 95.0, 77.11, 0.17; GCA_910584845.1, s__Ventrimonas sp910584845, 95.0, 76.57, 0.12	87.87	11	0.9520071469405388	N/A
STP672.12605_R.bin.38.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__C-19;s__	ANI	classification based on placement in class-level tree	GCA_009917405.1, s__C-19 sp009917405, 95.0, 77.59, 0.16; GCA_910576345.1, s__C-19 sp910576345, 95.0, 77.4, 0.12; GCA_910576855.1, s__C-19 sp910576855, 95.0, 77.28, 0.11; GCA_910586285.1, s__C-19 sp910586285, 95.0, 76.64, 0.16	82.82	11	0.9360637371182999	N/A
STP672.12605_R.bin.39.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cuneatibacter;s__Cuneatibacter caecimuris	GCF_004216775.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cuneatibacter;s__Cuneatibacter caecimuris	95.89	0.89	GCF_004216775.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cuneatibacter;s__Cuneatibacter caecimuris	95.89	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	13.46	11	N/A	N/A
STP672.12605_R.bin.4.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__	ANI	classification based on placement in class-level tree	GCF_003201875.1, s__Hungatella effluvii, 95.0, 78.63, 0.29; GCF_005845265.1, s__Hungatella sp005845265, 95.0, 78.53, 0.27; GCA_019114305.1, s__Hungatella pullicola, 95.0, 77.6, 0.11	93.09	11	0.9457451217391304	N/A
STP672.12605_R.bin.40.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Onthocola_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_018715345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Onthocola_A;s__Onthocola_A gallistercoris	77.44	0.17	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Onthocola_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	62.25	11	0.9126062682063534	N/A
STP672.12605_R.bin.41.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAJTFG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_910575705.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAJTFG01;s__CAJTFG01 sp910575705	78.67	0.28	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAJTFG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	37.93	11	0.9553033687657607	N/A
STP672.12605_R.bin.42.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__CCUG-7971;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__CCUG-7971;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	64.14	11	0.9622465574037516	Genome has more than 10.8% of markers with multiple hits
STP672.12605_R.bin.43.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.39	11	0.9141728329026387	N/A
STP672.12605_R.bin.44.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_905200545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp905200545	81.72	0.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900544955.1, s__Dysosmobacter sp900544955, 95.0, 83.66, 0.54; GCA_019118245.1, s__Dysosmobacter excrementigallinarum, 95.0, 83.55, 0.55; GCA_019118505.1, s__Dysosmobacter excrementavium, 95.0, 83.3, 0.54; GCF_018228705.1, s__Dysosmobacter sp018228705, 95.0, 83.28, 0.39; GCA_019118935.1, s__Dysosmobacter pullicola, 95.0, 83.13, 0.5; GCF_016902445.1, s__Dysosmobacter avistercoris, 95.0, 82.96, 0.47; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 82.45, 0.44; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 82.25, 0.57; GCF_005121165.2, s__Dysosmobacter welbionis, 95.0, 82.12, 0.35; GCA_017469475.1, s__Dysosmobacter sp017469475, 95.0, 81.98, 0.54; GCA_910576865.1, s__Dysosmobacter sp910576865, 95.0, 81.7, 0.46; GCF_000403435.2, s__Dysosmobacter sp000403435, 95.0, 81.68, 0.32; GCA_017937405.1, s__Dysosmobacter sp017937405, 95.0, 81.64, 0.46; GCA_910585385.1, s__Dysosmobacter sp910585385, 95.0, 81.55, 0.49; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 81.53, 0.54; GCA_910584075.1, s__Dysosmobacter sp910584075, 95.0, 81.48, 0.47; GCA_910584465.1, s__Dysosmobacter sp910584465, 95.0, 81.42, 0.46; GCA_904393855.1, s__Dysosmobacter sp904393855, 95.0, 81.39, 0.54; GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 81.29, 0.48; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 81.23, 0.47; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 81.18, 0.5; GCA_910587875.1, s__Dysosmobacter sp910587875, 95.0, 81.16, 0.41; GCA_910579435.1, s__Dysosmobacter sp910579435, 95.0, 81.16, 0.45; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 80.97, 0.44; GCA_910586735.1, s__Dysosmobacter sp910586735, 95.0, 80.97, 0.44; GCA_910574635.1, s__Dysosmobacter sp009774015, 95.0, 80.9, 0.29; GCA_910587525.1, s__Dysosmobacter sp910587525, 95.0, 80.78, 0.45; GCA_910588175.1, s__Dysosmobacter sp910588175, 95.0, 80.76, 0.45; GCA_910583695.1, s__Dysosmobacter sp910583695, 95.0, 80.68, 0.39; GCA_910583785.1, s__Dysosmobacter sp910583785, 95.0, 80.68, 0.4; GCA_910585165.1, s__Dysosmobacter sp910585165, 95.0, 80.55, 0.45; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 80.55, 0.48; GCA_910587705.1, s__Dysosmobacter sp910587705, 95.0, 80.49, 0.36; GCA_910579365.1, s__Dysosmobacter sp910579365, 95.0, 80.39, 0.37; GCA_014799855.1, s__Dysosmobacter sp014799855, 95.0, 80.32, 0.42; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 80.27, 0.54; GCA_016293265.1, s__Dysosmobacter sp016293265, 95.0, 80.23, 0.49; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 80.07, 0.45; GCA_017482345.1, s__Dysosmobacter sp017482345, 95.0, 79.88, 0.45; GCA_910575505.1, s__Dysosmobacter sp910575505, 95.0, 79.82, 0.27; GCA_910575815.1, s__Dysosmobacter sp910575815, 95.0, 79.73, 0.27; GCA_910584995.1, s__Dysosmobacter sp910584995, 95.0, 79.71, 0.37; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 79.68, 0.27; GCA_910588005.1, s__Dysosmobacter sp910588005, 95.0, 79.62, 0.37; GCA_910578935.1, s__Dysosmobacter sp910578935, 95.0, 79.44, 0.35; GCA_015068025.1, s__Dysosmobacter sp015068025, 95.0, 79.35, 0.44; GCA_910585245.1, s__Dysosmobacter sp910585245, 95.0, 79.31, 0.37; GCF_900115635.1, s__Dysosmobacter sp900115635, 95.0, 79.29, 0.29; GCF_018408705.1, s__Dysosmobacter sp014297375, 95.0, 79.21, 0.24; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 78.98, 0.38; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 78.95, 0.38; GCA_015068335.1, s__Dysosmobacter sp015068335, 95.0, 78.92, 0.42; GCA_017380995.1, s__Dysosmobacter sp017380995, 95.0, 78.86, 0.37; GCA_017547085.1, s__Dysosmobacter sp017547085, 95.0, 78.45, 0.31; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 78.45, 0.39; GCA_015067995.1, s__Dysosmobacter sp015067995, 95.0, 78.4, 0.22; GCA_905234565.1, s__Dysosmobacter sp905234565, 95.0, 78.36, 0.36; GCA_910576845.1, s__Dysosmobacter sp910576845, 95.0, 78.26, 0.19; GCA_017410185.1, s__Dysosmobacter sp017410185, 95.0, 77.86, 0.29; GCA_910589315.1, s__Dysosmobacter sp910589315, 95.0, 77.85, 0.24; GCA_910577405.1, s__Dysosmobacter sp910577405, 95.0, 77.63, 0.18; GCA_017446225.1, s__Dysosmobacter sp017446225, 95.0, 76.64, 0.1; GCA_017445875.1, s__Dysosmobacter sp017445875, 95.0, 76.63, 0.05; GCA_017526785.1, s__Dysosmobacter sp017526785, 95.0, 76.59, 0.09; GCA_017527365.1, s__Dysosmobacter sp017527365, 95.0, 76.2, 0.16; GCA_905233795.1, s__Dysosmobacter sp905233795, 95.0, 75.9, 0.02; GCA_017447005.1, s__Dysosmobacter sp017447005, 95.0, 75.74, 0.04; GCA_905236835.1, s__Dysosmobacter sp905236835, 95.0, 75.46, 0.03	18.49	11	0.973519242276083	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 78.3% of markers with multiple hits
STP672.12605_R.bin.45.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__	N/A	N/A	N/A	N/A	N/A	GCA_900758955.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp900758955	84.29	0.74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016296565.1, s__Evtepia sp016296565, 95.0, 78.53, 0.23; GCA_004554585.1, s__Evtepia sp004554585, 95.0, 78.36, 0.23; GCA_004551945.1, s__Evtepia sp004551945, 95.0, 78.33, 0.27; GCA_902781745.1, s__Evtepia sp902781745, 95.0, 78.26, 0.21; GCF_003425665.1, s__Evtepia gabavorous, 95.0, 78.19, 0.21; GCA_900546255.1, s__Evtepia excrementipullorum, 95.0, 78.09, 0.21; GCA_019115225.1, s__Evtepia faecigallinarum, 95.0, 78.04, 0.24; GCA_910578575.1, s__Evtepia sp910578575, 95.0, 78.01, 0.18; GCA_017547425.1, s__Evtepia sp017547425, 95.0, 77.92, 0.16; GCA_017560855.1, s__Evtepia sp017560855, 95.0, 77.88, 0.16; GCA_019115545.1, s__Evtepia faecavium, 95.0, 77.8, 0.26; GCA_016295225.1, s__Evtepia sp016295225, 95.0, 77.76, 0.22; GCA_910584805.1, s__Evtepia sp910584805, 95.0, 77.68, 0.18; GCA_004556345.1, s__Evtepia sp004556345, 95.0, 77.62, 0.23; GCA_017435425.1, s__Evtepia sp017435425, 95.0, 77.59, 0.18; GCA_017502545.1, s__Evtepia sp017502545, 95.0, 77.52, 0.16; GCA_017521345.1, s__Evtepia sp017521345, 95.0, 77.3, 0.17; GCA_000620945.1, s__Evtepia viridis, 95.0, 77.16, 0.08; GCA_017861415.1, s__Evtepia sp017861415, 95.0, 76.97, 0.14	85.94	11	0.9796527371955853	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP672.12605_R.bin.46.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.0%)
STP672.12605_R.bin.47.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Stoquefichus;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.51	11	0.9710536958131852	N/A
