Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP51B.12603_R.bin.65	o__Clostridiales (UID1226)	155	278	158	95.57	1.22	53.33	3004506	0	57	57	109661	109661	52710	52710	256831	256831	38.5	1.49	90.92	11	2803	11	254	12	1	0	0
STP51B.12603_R.bin.66	k__Bacteria (UID203)	5449	104	58	69.83	0.00	0.00	2092471	0	211	211	14953	14953	9916	9916	47677	47677	55.5	1.38	84.92	11	1712	59	45	0	0	0	0
STP51B.12603_R.bin.67	k__Bacteria (UID203)	5449	104	58	39.25	1.72	0.00	1780309	0	589	589	3181	3181	3022	3022	13694	13694	54.0	2.69	90.75	11	1964	74	29	1	0	0	0
STP51B.12603_R.bin.68	o__Clostridiales (UID1212)	172	263	149	71.44	0.89	50.00	2586958	0	622	622	4847	4847	4159	4159	29173	29173	45.9	2.25	92.44	11	2650	93	168	2	0	0	0
STP51B.12603_R.bin.69	k__Bacteria (UID203)	5449	104	58	79.47	158.39	42.47	9946074	0	2672	2672	4133	4133	3722	3722	20946	20946	55.2	2.47	90.72	11	9454	40	14	10	19	17	4
STP51B.12603_R.bin.7	k__Bacteria (UID203)	5449	104	58	82.41	61.21	68.92	9038476	0	614	614	31730	31730	14720	14720	173929	173929	41.5	2.54	89.67	11	8040	45	30	18	6	3	2
STP51B.12603_R.bin.70	k__Bacteria (UID203)	5449	104	58	59.66	5.17	66.67	4553487	0	165	165	47114	47114	27596	27596	191565	191565	43.4	1.44	90.14	11	3476	64	37	3	0	0	0
STP51B.12603_R.bin.71	p__Bacteroidetes (UID2605)	350	314	208	89.13	4.92	38.10	1812898	0	86	86	30923	30923	21080	21080	104167	104167	55.0	2.37	91.16	11	1672	36	259	18	1	0	0
STP51B.12603_R.bin.72	k__Bacteria (UID203)	5449	104	58	72.41	6.90	0.00	2241624	0	365	365	8618	8618	6141	6141	44315	44315	51.7	3.08	84.22	11	2024	56	43	5	0	0	0
STP51B.12603_R.bin.73	root (UID1)	5656	56	24	0.00	0.00	0.00	420194	0	115	115	4279	4279	3653	3653	19252	19252	45.4	1.68	85.84	11	546	56	0	0	0	0	0
STP51B.12603_R.bin.74	o__Clostridiales (UID1212)	172	263	149	94.53	2.24	60.00	3160653	0	153	153	32754	32754	20657	20657	107111	107111	58.8	2.48	88.96	11	2965	38	220	5	0	0	0
STP51B.12603_R.bin.75	k__Bacteria (UID203)	5449	104	58	48.07	0.00	0.00	3436058	0	1072	1072	3396	3396	3205	3205	19684	19684	51.6	2.60	90.23	11	4010	68	36	0	0	0	0
STP51B.12603_R.bin.76	k__Bacteria (UID203)	5449	104	58	66.38	38.87	48.39	3102941	0	823	823	4205	4205	3770	3770	13847	13847	40.2	1.71	92.20	11	3090	52	25	25	2	0	0
STP51B.12603_R.bin.77	root (UID1)	5656	56	24	4.17	0.00	0.00	245218	0	12	12	25668	25668	20434	20434	74882	74882	40.8	1.00	89.46	11	208	55	1	0	0	0	0
STP51B.12603_R.bin.78	o__Clostridiales (UID1212)	172	263	149	50.10	15.83	15.38	1993568	0	835	835	2358	2358	2387	2387	8294	8294	59.2	2.42	92.06	11	2272	149	82	30	1	1	0
STP51B.12603_R.bin.79	k__Bacteria (UID203)	5449	103	57	97.37	50.43	13.16	5802384	0	720	720	13356	13356	8058	8058	107740	107740	40.2	1.77	88.47	11	5792	2	35	61	5	0	0
STP51B.12603_R.bin.8	k__Bacteria (UID2569)	434	278	186	99.98	11.29	42.86	3706266	0	46	46	164046	164046	80571	80571	520186	520186	40.8	1.65	90.64	11	2975	1	251	25	1	0	0
STP51B.12603_R.bin.80	k__Bacteria (UID2982)	88	229	147	97.96	0.68	0.00	2535312	0	73	73	53324	53324	34730	34730	210750	210750	50.1	1.92	91.00	11	2220	3	225	1	0	0	0
STP51B.12603_R.bin.81	o__Bacteroidales (UID2617)	213	406	265	90.30	1.51	75.00	2428231	0	382	382	8373	8373	6356	6356	34040	34040	37.1	1.74	90.92	11	2257	79	323	4	0	0	0
STP51B.12603_R.bin.82	k__Bacteria (UID1453)	901	171	117	85.13	9.65	64.71	2192322	0	402	402	6491	6491	5453	5453	29606	29606	40.8	2.23	85.03	11	2401	21	133	17	0	0	0
STP51B.12603_R.bin.83	p__Bacteroidetes (UID2605)	350	315	209	94.93	1.14	18.18	2050075	0	215	215	14101	14101	9535	9535	49433	49433	53.7	1.92	88.30	11	1737	21	285	8	1	0	0
STP51B.12603_R.bin.84	k__Bacteria (UID203)	5449	104	58	100.00	668.69	22.87	31831403	0	4559	4559	13378	13378	6982	6982	167633	167633	42.3	2.30	89.78	11	28501	0	5	13	5	4	77
STP51B.12603_R.bin.85	k__Bacteria (UID203)	5449	104	58	60.85	14.66	90.00	4809491	0	215	215	43493	43493	22369	22369	117464	117464	41.2	1.87	90.90	11	3689	62	32	10	0	0	0
STP51B.12603_R.bin.86	o__Clostridiales (UID1226)	155	278	158	55.84	9.62	5.26	2199926	0	744	744	3065	3065	2956	2956	12624	12624	44.5	1.66	91.31	11	2544	123	129	20	6	0	0
STP51B.12603_R.bin.87	k__Bacteria (UID203)	5449	104	58	98.64	303.11	39.49	23156156	0	1923	1923	21807	21807	12041	12041	162429	162429	42.0	2.15	90.45	11	19611	3	31	14	9	16	31
STP51B.12603_R.bin.88	k__Bacteria (UID203)	5449	104	58	20.00	0.00	0.00	1498184	0	82	82	37362	37362	18270	18270	91185	91185	46.6	1.48	91.52	11	1214	90	14	0	0	0	0
STP51B.12603_R.bin.89	o__Bacteroidales (UID2621)	198	427	260	96.02	4.49	6.67	5056635	0	203	203	37405	37405	24909	24909	125106	125106	45.4	2.51	90.40	11	4161	46	366	15	0	0	0
STP51B.12603_R.bin.9	k__Bacteria (UID2982)	88	229	147	95.46	0.00	0.00	3022459	0	106	106	55101	55101	28513	28513	139590	139590	48.2	1.65	90.68	11	2448	8	221	0	0	0	0
STP51B.12603_R.bin.90	k__Bacteria (UID203)	5449	103	57	65.26	27.19	61.11	3727681	0	1053	1053	3796	3796	3540	3540	17102	17102	49.6	2.03	91.32	11	3877	60	25	18	0	0	0
STP51B.12603_R.bin.91	f__Lachnospiraceae (UID1255)	90	354	174	92.53	1.44	0.00	5742192	0	102	102	102200	102200	56296	56296	268909	268909	48.4	1.83	89.24	11	4841	26	321	7	0	0	0
STP51B.12603_R.bin.92	o__Clostridiales (UID1212)	172	263	149	82.24	1.00	0.00	1489381	0	45	45	53537	53537	33097	33097	175446	175446	31.5	1.06	87.66	11	1523	38	218	7	0	0	0
STP51B.12603_R.bin.93	k__Bacteria (UID2569)	434	278	186	96.77	0.63	0.00	2393330	0	158	158	33059	33059	15147	15147	86058	86058	38.8	1.52	91.11	11	2012	6	270	2	0	0	0
STP51B.12603_R.bin.94	k__Bacteria (UID203)	5449	104	58	69.98	33.79	59.52	6278179	0	450	450	24340	24340	13951	13951	152165	152165	44.6	2.13	91.02	11	5029	52	32	16	2	0	2
STP51B.12603_R.bin.95	k__Bacteria (UID203)	5449	104	58	58.62	15.52	50.00	4893540	0	664	664	10741	10741	7369	7369	61147	61147	44.2	2.07	92.26	11	3980	68	28	7	1	0	0
STP51B.12603_R.bin.96	root (UID1)	5656	56	24	4.17	0.00	0.00	416010	0	119	119	3740	3740	3495	3495	15328	15328	46.1	1.78	94.88	11	379	55	1	0	0	0	0
STP51B.12603_R.bin.97	p__Bacteroidetes (UID2605)	350	315	209	94.98	0.48	0.00	2169515	0	127	127	26928	26928	17082	17082	73928	73928	47.5	2.45	88.87	11	1996	13	301	1	0	0	0
STP51B.12603_R.bin.98	root (UID1)	5656	56	24	0.00	0.00	0.00	211812	0	6	6	69717	69717	35302	35302	75656	75656	42.5	0.99	91.10	11	177	56	0	0	0	0	0
STP51B.12603_R.bin.99	p__Bacteroidetes (UID2605)	350	314	208	73.02	6.36	32.35	1587135	0	357	357	5186	5186	4445	4445	19672	19672	54.8	2.17	90.40	11	1485	95	193	22	4	0	0

